NREM,REM,WAKE,Art
0.8612729080835346,0.6894923258559622,0.8490495247623812,0.4510998307952623
0.9682283437521467,0.9991960606974174,0.7360779634049324,0.8387152181380969
0.9291187739463601,0.9864864864864865,0.42225401169299664,0.6838235294117647
0.9352066883418486,0.974230844601215,0.9554842516780999,0.95012323258529
0.8939103509289295,0.8116747741487144,0.5640109661875883,0.5436008971657718
