NREM,REM,WAKE
0.9877823554482171,0.7650531286894924,0.9777388694347173
0.9270906535488405,0.9997734891727824,0.9821939768693462
0.9436753528773073,0.9980747015787447,0.9617419116742527
0.9839641991422711,0.9651869669801005,0.9897305717417643
0.9652252377316584,0.8661654135338345,0.9696744186046511
