Recall_W,Precision_W,F1 Score_W,Accuracy_W,Balanced Accuracy_W,Recall_N,Precision_N,F1 Score_N,Accuracy_N,Balanced Accuracy_N,Recall_R,Precision_R,F1 Score_R,Accuracy_R,Balanced Accuracy_R
0.9370063658385444,0.7037062108647826,0.8037692995385024,0.7796929253472222,0.7852980345909093,0.6085702561697638,0.88860737824189,0.7223992763203676,0.7835611979166667,0.7714297885241649,0.6088607594936709,0.8094498381877022,0.6949708252292303,0.9702202690972223,0.8002017098243994
