Recall_W,Precision_W,F1 Score_W,Accuracy_W,Balanced Accuracy_W,Recall_N,Precision_N,F1 Score_N,Accuracy_N,Balanced Accuracy_N,Recall_R,Precision_R,F1 Score_R,Accuracy_R,Balanced Accuracy_R
0.9881677343921272,0.873038247779326,0.9270421819075123,0.917511755890864,0.9129464720647199,0.8107519957795759,0.9743779807275422,0.8850659648483898,0.9123427165150889,0.8977737072432612,0.8411608061490045,0.8416447149302086,0.8414026909630257,0.9830782994005788,0.9161196052143206
