Recall_W,Precision_W,F1 Score_W,Accuracy_W,Balanced Accuracy_W,Recall_N,Precision_N,F1 Score_N,Accuracy_N,Balanced Accuracy_N,Recall_R,Precision_R,F1 Score_R,Accuracy_R,Balanced Accuracy_R
0.9710605900391245,0.9014231053891111,0.934946942108205,0.9260232198429165,0.921301885271651,0.8896299726323413,0.9361668233655165,0.9123053203681354,0.9332915771339656,0.9254204717484569,0.5580925925925926,0.8807352855222398,0.6832392482259857,0.9676478215767634,0.7765263640708028
