Recall_W,Precision_W,F1 Score_W,Accuracy_W,Balanced Accuracy_W,Recall_N,Precision_N,F1 Score_N,Accuracy_N,Balanced Accuracy_N,Recall_R,Precision_R,F1 Score_R,Accuracy_R,Balanced Accuracy_R
0.9507454338145128,0.8284391373217984,0.885388441176618,0.8820755689313984,0.8848323635307898,0.8369094320313832,0.916245487364621,0.8747823503194176,0.8914134647097626,0.8867496746879252,0.5027784121184441,0.9399459228689341,0.655127950803412,0.9641635059366754,0.7502228867088232
