Recall_W,Precision_W,F1 Score_W,Accuracy_W,Balanced Accuracy_W,Recall_N,Precision_N,F1 Score_N,Accuracy_N,Balanced Accuracy_N,Recall_R,Precision_R,F1 Score_R,Accuracy_R,Balanced Accuracy_R
0.9673032407407407,0.5368556287136663,0.6904884849736651,0.7577855603448276,0.8219440844852028,0.6621250572034779,0.9738122189249548,0.7882765196072361,0.7696794181034483,0.8147054239621303,0.669060773480663,0.8668575518969219,0.7552229497973183,0.9682785560344828,0.8304757435198693
